title,title_english,title_romaji,title_native,year,season,format,episodes,canonical_key,mal_id,anilist_id,kitsu_id,anidb_id,imdb_id,tvdb_id,tmdb_id,simkl_id,status,progress,score,last_updated,source
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Gate: The SDF Fight Like This in Another Land,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",GATE 自衛隊 彼の地にて,2015,SUMMER,TV,12,kitsu_10085,28907,20994,10085,10982,tt4958580,295222,63663,,completed,12,0,2026-01-23T11:53:09.717000+00:00,
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2","GATE: Jieitai Kanochi nite, Kaku Tatakaeri Part 2","Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",GATE 自衛隊 彼の地にて,2016,WINTER,TV,12,mal_31637,31637,21364,11376,11602,tt4958580,295222/1,63663,523776,completed,12,0,2026-06-30T12:00:21.571000+00:00,
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2","GATE: Jieitai Kanochi nite, Kaku Tatakaeri Part 2","Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",GATE 自衛隊 彼の地にて,2016,WINTER,TV,12,kitsu_11376,31637,21364,11376,11602,tt4958580,295222,63663,,completed,12,0,2026-06-30T12:00:21.571000+00:00,
Ged Senki,Record of the Gedo War - Tales from Earthsea,Ged Senki,ゲド戦,2006,SUMMER,MOVIE,1,mal_1829,1829,1829,1646,4193,tt0495596,,[37933],36691,completed,1,0,2026-07-21T10:00:06+00:00,
Ged Senki,Record of the Gedo War - Tales from Earthsea,Ged Senki,ゲド戦,2006,SUMMER,MOVIE,1,kitsu_1646,1829,1829,1646,4193,tt0495596,,[37933],36691,completed,1,0,2025-02-15T18:43:03.218000+00:00,
Genjitsu Shugi Yuusha no Oukoku Saikenki,Re:Construction the Elfrieden Kingdom Tales of Realistic Brave,Genjitsu Shugi Yuusha no Oukoku Saikenki,現実主義勇者の王国再建記,2021,SUMMER,TV,13,mal_41710,41710,117612,43613,15505,tt13399402,389422,102088,1323275,completed,13,0,2026-08-07T18:35:55+00:00,
Genjitsu Shugi Yuusha no Oukoku Saikenki,Re:Construction the Elfrieden Kingdom Tales of Realistic Brave,Genjitsu Shugi Yuusha no Oukoku Saikenki,現実主義勇者の王国再建記,2021,SUMMER,TV,13,kitsu_43613,41710,117612,43613,15505,tt13399402,389422,102088,,watching,5,0,2025-02-15T18:43:10.945000+00:00,
Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Ginga Eiyuu Densetsu,Heldensagen vom Kosmosinsel 銀河英雄伝説,1988,WINTER,OVA,110,mal_820,820,820,727,584,tt0096633,81618,27660,36927,plantowatch,0,0,2026-08-07T21:10:41.800920+00:00,
Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,Ginga Eiyuu Densetsu,Heldensagen vom Kosmosinsel 銀河英雄伝説,1988,WINTER,OVA,110,kitsu_727,820,820,727,584,tt0096633,81618,27660,,plantowatch,0,0,2026-01-23T11:11:50.409000+00:00,
Giniro no Kami no Agito,Agito of the Silvery God,Giniro no Kami no Agito,銀色の髪のアギト,2006,WINTER,MOVIE,1,mal_1140,1140,1140,1021,3385,tt0493247,,14945,41100,completed,1,6,2026-07-21T10:00:26+00:00,
Giniro no Kami no Agito,Agito of the Silvery God,Giniro no Kami no Agito,銀色の髪のアギト,2006,WINTER,MOVIE,1,kitsu_1021,1140,1140,1021,3385,tt0493247,,[14945],41100,completed,1,0,2025-02-15T18:43:05.895000+00:00,
Gintama,Gintama: Season 1,Gintama,銀魂[ぎんたま],2006,SPRING,TV,201,mal_918,918,918,818,3468,tt0988818,79895,57041,37474,plantowatch,1,0,2026-07-21T10:00:09+00:00,
Gintama,Gintama: Season 1,Gintama,銀魂[ぎんたま],2006,SPRING,TV,201,kitsu_818,918,918,818,3468,tt0988818,79895,57041,,watching,1,0,2025-02-15T18:43:07.142000+00:00,
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,Gintama The Movie : The Final Chapter - Be Forever Yorozuya,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,劇場版 銀魂 完結篇 万事屋よ永遠なれ,2013,SUMMER,MOVIE,1,mal_15335,15335,15335,7241,9384,tt2374144,79895,57041,44970,plantowatch,0,0,2026-08-07T21:10:41.801152+00:00,
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,Gintama The Movie : The Final Chapter - Be Forever Yorozuya,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,劇場版 銀魂 完結篇 万事屋よ永遠なれ,2013,SUMMER,MOVIE,1,kitsu_7241,15335,15335,7241,9384,tt2374144,79895,57041,,plantowatch,0,0,2018-03-01T05:07:40.086000+00:00,
Gintama',Gintama Season 2,Gintama',銀魂',2011,SPRING,TV,51,mal_9969,9969,9969,5971,8126,tt0988818,79895,57041,39573,completed,51,0,2026-08-07T18:35:18+00:00,
Gintama',Gintama Season 2,Gintama',銀魂',2011,SPRING,TV,51,kitsu_5971,9969,9969,5971,8126,tt0988818,79895,57041,,watching,1,0,2026-06-30T11:53:51.263000+00:00,
Gintama': Enchousen,Gintama Season 2 Part 2,Gintama': Enchousen,金魂´,2012,FALL,TV,13,mal_15417,15417,15417,7253,9427,tt0988818,79895,57041,38526,completed,13,0,2026-08-07T18:35:16+00:00,
Gintama': Enchousen,Gintama Season 2 Part 2,Gintama': Enchousen,金魂´,2012,FALL,TV,13,kitsu_7253,15417,15417,7253,9427,tt0988818,79895,57041,,watching,1,0,2025-02-15T18:43:10.273000+00:00,
Gintama.,Gintama: The Battle on Rakuyo,Gintama.,銀魂,2017,WINTER,TV,12,mal_34096,34096,97889,12553,12419,tt0988818,79895,57041,619029,plantowatch,0,0,2026-08-07T21:10:41.801311+00:00,
Gintama.,Gintama: The Battle on Rakuyo,Gintama.,銀魂,2017,WINTER,TV,12,kitsu_12553,34096,97889,12553,12419,tt0988818,79895,57041,,plantowatch,0,0,2018-03-01T05:08:29.022000+00:00,
Gintama°,Gintama Season 3,Gintama°,銀魂° さらば真選組篇,2015,SPRING,TV,51,mal_28977,28977,20996,10083,10993,tt0988818,79895,57041,452622,plantowatch,0,0,2026-08-07T21:10:41.801236+00:00,
Gintama°,Gintama Season 3,Gintama°,銀魂° さらば真選組篇,2015,SPRING,TV,51,kitsu_10083,28977,20996,10083,10993,tt0988818,79895,57041,,plantowatch,0,0,2018-03-01T05:07:25.193000+00:00,
Gnosia,GNOSIA,Gnosia,グノーシア,2025,FALL,TV,21,mal_60427,60427,185116,49929,19022,tt34852231,457372,278604,2650258,plantowatch,0,0,2026-08-07T21:10:41.801881+00:00,
Gnosia,GNOSIA,Gnosia,グノーシア,2025,FALL,TV,21,kitsu_49929,60427,185116,49929,19022,tt34852231,457372,278604,,plantowatch,0,0,2026-01-23T11:37:22.415000+00:00,
Goblin Slayer,Goblin Katili (Goblin Slayer),Goblin Slayer,ゴブスレ,2018,FALL,TV,12,mal_37349,37349,101165,40597,13831,tt8690728,350166,82591,767901,completed,12,10,2026-07-05T13:37:44+00:00,
Goblin Slayer,Goblin Katili (Goblin Slayer),Goblin Slayer,ゴブスレ,2018,FALL,TV,12,kitsu_40597,37349,101165,40597,13831,tt8690728,350166,82591,,completed,12,0,2026-01-24T22:34:05.054000+00:00,
Goblin Slayer II,Goblin Slayer 2nd Season,Goblin Slayer II,ゴブリンスレイヤー 2,2023,FALL,TV,12,mal_47160,47160,129188,44010,16027,tt8690728,350166,82591,1536153,completed,12,0,2026-01-26T14:06:03+00:00,
Goblin Slayer II,Goblin Slayer 2nd Season,Goblin Slayer II,ゴブリンスレイヤー 2,2023,FALL,TV,12,kitsu_44010,47160,129188,44010,16027,tt8690728,350166,82591,,completed,12,0,2026-01-23T11:53:29.356000+00:00,
Goblin Slayer: Goblin's Crown,Goblin Slayer The Movie: Goblin's Crown,Goblin Slayer: Goblin's Crown,ゴブリンスレイヤー -GOBLIN'S CROWN-,2020,WINTER,MOVIE,1,mal_39576,39576,108623,42204,14782,tt11151982,350166,82591,1062561,completed,1,0,2026-07-21T07:30:30+00:00,
Goblin Slayer: Goblin's Crown,Goblin Slayer The Movie: Goblin's Crown,Goblin Slayer: Goblin's Crown,ゴブリンスレイヤー -GOBLIN'S CROWN-,2020,WINTER,MOVIE,1,kitsu_42204,39576,108623,42204,14782,tt11151982,350166,82591,,completed,1,0,2025-02-15T18:43:42.414000+00:00,
Golden Kamuy,Goka s1,Golden Kamuy,ゴールデンカムイ,2018,SPRING,TV,12,mal_36028,36028,99699,13689,13337,tt8225204,338455,76757,706665,plantowatch,0,0,2026-08-07T21:10:41.801349+00:00,
Golden Kamuy,Goka s1,Golden Kamuy,ゴールデンカムイ,2018,SPRING,TV,12,kitsu_13689,36028,99699,13689,13337,tt8225204,338455,76757,,plantowatch,0,0,2024-11-25T09:24:56.399000+00:00,
Golden Kamuy 2nd Season,Golden Kamuy Second Season,Golden Kamuy 2nd Season,ゴールデンカムイ,2018,FALL,TV,12,mal_37989,37989,102977,41442,14185,tt8225204,338455,76757,849475,plantowatch,0,0,2026-08-07T21:10:41.801391+00:00,
Golden Kamuy 2nd Season,Golden Kamuy Second Season,Golden Kamuy 2nd Season,ゴールデンカムイ,2018,FALL,TV,12,kitsu_41442,37989,102977,41442,14185,tt8225204,338455,76757,,plantowatch,0,0,2026-01-23T11:25:48.136000+00:00,
Good Night World,"Boa Noite, Mundo",Good Night World,グッド・ナイト・ワールド,2023,FALL,ONA,12,mal_56146,56146,167820,47813,15547,tt28521881,437799,231677,1340485,completed,12,0,2026-08-07T18:35:55+00:00,
Good Night World,"Boa Noite, Mundo",Good Night World,グッド・ナイト・ワールド,2023,FALL,ONA,12,kitsu_47813,56146,167820,47813,15547,tt28521881,437799,231677,,watching,8,0,2025-02-15T18:43:13.298000+00:00,
Goumon Baito-kun no Nichijou,The Daily Life of a Part-Time Torturer,Goumon Baito-kun no Nichijou,拷問バイトくんの日常,2026,WINTER,TV,12,mal_61886,61886,197731,50426,19399,tt38976904,464977,305163,2817572,plantowatch,0,0,2026-08-07T21:10:41.801914+00:00,
Goumon Baito-kun no Nichijou,The Daily Life of a Part-Time Torturer,Goumon Baito-kun no Nichijou,拷問バイトくんの日常,2026,WINTER,TV,12,kitsu_50426,61886,197731,50426,19399,tt38976904,464977,305163,,plantowatch,0,0,2026-01-24T22:34:18.587000+00:00,
Goumon Baito-kun no Nichijou,The Daily Life of a Part-Time Torturer,Goumon Baito-kun no Nichijou,拷問バイトくんの日常,2026,WINTER,TV,12,anilist_197731,61886,197731,50426,19399,tt38976904,464977,305163,,plantowatch,0,0,2026-01-24T22:34:18.587000+00:00,
Grimm Kumikyoku,The Grimm Variations,Grimm Kumikyoku,グリム (Web),2024,SPRING,ONA,6,mal_49210,49210,135643,44745,16383,tt14872196,429983,249812,1666077,completed,6,0,2026-07-05T13:38:01+00:00,
Grimm Kumikyoku,The Grimm Variations,Grimm Kumikyoku,グリム (Web),2024,SPRING,ONA,6,kitsu_44745,49210,135643,44745,16383,tt14872196,429983,249812,,completed,6,0,2025-02-15T18:43:05.418000+00:00,
"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu","I May Be a Guild Receptionist, But I'll Solo Any Boss to Clock Out on Time","Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu",ギルます,2025,WINTER,TV,12,mal_55997,55997,167143,47752,18118,tt33059860,437234,249964,2210444,completed,12,0,2026-07-21T18:20:12+00:00,
"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu","I May Be a Guild Receptionist, But I'll Solo Any Boss to Clock Out on Time","Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu",ギルます,2025,WINTER,TV,12,kitsu_47752,55997,167143,47752,18118,tt33059860,437234,249964,,watching,4,0,2025-02-15T18:43:34.554000+00:00,
Guimi Zhi Zhu: Xiaochou Pian,Lord of Mysteries: The Clown,Guimi Zhi Zhu: Xiaochou Pian,诡秘之主,2025,SPRING,ONA,13,mal_49818,49818,137667,48233,19357,tt28618556,464419,232230,2823778,watching,13,0,2026-07-05T13:41:34.432000+00:00,
Guimi Zhi Zhu: Xiaochou Pian,Lord of Mysteries: The Clown,Guimi Zhi Zhu: Xiaochou Pian,诡秘之主,2025,SPRING,ONA,13,kitsu_48233,49818,137667,48233,19357,tt28618556,464419,232230,,watching,13,0,2026-07-05T13:41:34.432000+00:00,
Gunjou no Magmell,Magmel of the Sea Blue,Gunjou no Magmell,群青のマグメル,2019,SPRING,TV,13,mal_37806,37806,101597,41265,14063,tt9826314,358180,85841,812915,completed,13,0,2026-07-05T13:37:45+00:00,
Gunjou no Magmell,Magmel of the Sea Blue,Gunjou no Magmell,群青のマグメル,2019,SPRING,TV,13,kitsu_41265,37806,101597,41265,14063,tt9826314,358180,85841,,completed,13,0,2025-02-15T18:43:04.186000+00:00,
"Hachi-nan tte, Sore wa Nai deshou!",The 8th Son? Are You Kidding Me?,"Hachi-nan tte, Sore wa Nai deshou!",それはないでしょう!,2020,SPRING,TV,12,mal_38830,38830,106319,43059,14535,tt11886172,374787,99624,989647,watching,12,0,2026-07-05T13:37:47+00:00,
"Hachi-nan tte, Sore wa Nai deshou!",The 8th Son? Are You Kidding Me?,"Hachi-nan tte, Sore wa Nai deshou!",それはないでしょう!,2020,SPRING,TV,12,kitsu_43059,38830,106319,43059,14535,tt11886172,374787,99624,,watching,12,0,2026-01-24T22:38:32.432000+00:00,
Hagure Yuusha no Aesthetica,Aesthetica of a Rogue Hero,Hagure Yuusha no Aesthetica,はぐれ勇者の鬼畜美学,2012,SUMMER,TV,12,mal_13161,13161,13161,6896,9015,tt2269368,259649,62171,45012,plantowatch,0,0,2026-08-07T21:10:41.801154+00:00,
Hagure Yuusha no Aesthetica,Aesthetica of a Rogue Hero,Hagure Yuusha no Aesthetica,はぐれ勇者の鬼畜美学,2012,SUMMER,TV,12,kitsu_6896,13161,13161,6896,9015,tt2269368,259649,62171,,plantowatch,0,0,2024-11-25T09:20:33.725000+00:00,
Hai to Gensou no Grimgar,Grimgal of Ashes and Fantasies,Hai to Gensou no Grimgar,灰と幻想のグリムガル,2016,WINTER,TV,12,mal_31859,31859,21428,11447,11712,tt5341430,303868,65369,530500,completed,12,0,2026-07-05T13:37:38+00:00,
Hai to Gensou no Grimgar,Grimgal of Ashes and Fantasies,Hai to Gensou no Grimgar,灰と幻想のグリムガル,2016,WINTER,TV,12,kitsu_11447,31859,21428,11447,11712,tt5341430,303868,65369,,completed,12,0,2025-02-15T18:43:42.632000+00:00,
Hametsu no Oukoku,The Kingdoms of Ruin,Hametsu no Oukoku,はめつのおうこく,2023,FALL,TV,12,mal_54362,54362,160900,47076,17846,tt28774702,430544,219673,2088616,completed,12,0,2026-08-07T18:36:18+00:00,
Hametsu no Oukoku,The Kingdoms of Ruin,Hametsu no Oukoku,はめつのおうこく,2023,FALL,TV,12,kitsu_47076,54362,160900,47076,17846,tt28774702,430544,219673,,watching,2,0,2025-02-15T18:43:12.738000+00:00,
Hataraku Saibou,Cells at Work! Lavori in corpo,Hataraku Saibou,はたらく細胞,2018,SUMMER,TV,13,mal_37141,37141,100977,14212,13743,tt8673610,346931,80671,757695,completed,13,0,2026-08-07T18:35:39+00:00,
Hataraku Saibou,Cells at Work! Lavori in corpo,Hataraku Saibou,はたらく細胞,2018,SUMMER,TV,13,kitsu_14212,37141,100977,14212,13743,tt8673610,346931,80671,,watching,1,0,2026-01-23T11:53:03.823000+00:00,
"Hazure Skill ""Kinomi Master"": Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken ni Tsuite","Bogus Skill ""Fruitmaster"": About that time I became able to eat unlimited numbers of Skill Fruits (that kill you)","Hazure Skill ""Kinomi Master"": Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken ni Tsuite",外れスキル《木の実マスター》 ～スキルの実(食べたら死ぬ)を無限に食べられるようになった件について～,2025,WINTER,TV,12,mal_59002,59002,178100,48973,18675,tt32579866,450933,276204,2484896,completed,12,0,2026-07-21T18:20:15+00:00,
"Hazure Skill ""Kinomi Master"": Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken ni Tsuite","Bogus Skill ""Fruitmaster"": About that time I became able to eat unlimited numbers of Skill Fruits (that kill you)","Hazure Skill ""Kinomi Master"": Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken ni Tsuite",外れスキル《木の実マスター》 ～スキルの実(食べたら死ぬ)を無限に食べられるようになった件について～,2025,WINTER,TV,12,kitsu_48973,59002,178100,48973,18675,tt32579866,450933,276204,,watching,1,0,2026-07-05T13:26:07.512000+00:00,
"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",Failure Frame : I Became the Strongest and Annihilated Everything with Low-Level Spells,"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",ハズレ枠の[状態異常スキル]で最強になった俺がすべてを蹂躙するまで,2024,SUMMER,TV,12,mal_57892,57892,173694,48450,18438,tt32469108,445011,245285,2354820,completed,12,0,2025-03-02T19:27:02+00:00,
"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",Failure Frame : I Became the Strongest and Annihilated Everything with Low-Level Spells,"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",ハズレ枠の[状態異常スキル]で最強になった俺がすべてを蹂躙するまで,2024,SUMMER,TV,12,kitsu_48450,57892,173694,48450,18438,tt32469108,445011,245285,,completed,12,0,2025-02-15T18:43:42.683000+00:00,
Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru,HELL MODE: The Hardcore Gamer Dominates in Another World with Garbage Balancing,Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru,ヘルモード ~やり込み好きのゲーマーは廃設定の異世界で無双する~,2026,WINTER,TV,12,mal_60460,60460,185262,50444,19029,tt38646634,457532,280049,2653360,watching,12,0,2026-07-05T13:26:58+00:00,
Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru,HELL MODE: The Hardcore Gamer Dominates in Another World with Garbage Balancing,Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru,ヘルモード ~やり込み好きのゲーマーは廃設定の異世界で無双する~,2026,WINTER,TV,12,kitsu_50444,60460,185262,50444,19029,tt38646634,457532,280049,,watching,3,0,2026-01-24T22:34:15.403000+00:00,
Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru,HELL MODE: The Hardcore Gamer Dominates in Another World with Garbage Balancing,Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru,ヘルモード ~やり込み好きのゲーマーは廃設定の異世界で無双する~,2026,WINTER,TV,12,anilist_185262,60460,185262,50444,19029,tt38646634,457532,280049,,watching,3,0,2026-01-24T22:34:15.403000+00:00,
Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru 2nd Season,HELL MODE: The Hardcore Gamer Dominates in Another World with Garbage Balancing 2nd Season,Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru 2nd Season,ヘルモード ～やり込み好きのゲーマーは廃設定の異世界で無双する～ 2nd Season,2026,SUMMER,TV,1,mal_63817,63817,209983,50760,19978,tt38646634,457532,280049,3063280,watching,5,0,2026-08-07T18:36:42+00:00,
Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru 2nd Season,HELL MODE: The Hardcore Gamer Dominates in Another World with Garbage Balancing 2nd Season,Hell Mode: Yarikomizuki no Gamer wa Hai Settei no Isekai de Musou suru 2nd Season,ヘルモード ～やり込み好きのゲーマーは廃設定の異世界で無双する～ 2nd Season,2026,SUMMER,TV,1,kitsu_50760,63817,209983,50760,,,,,,watching,1,0,2026-07-05T13:31:03.641000+00:00,
Hellsing,Hellsing TV,Hellsing,Hellsing [ヘルシング],2001,FALL,TV,13,mal_270,270,270,245,32,tt0325547,71278,16830,39099,plantowatch,3,0,2026-07-21T10:00:17+00:00,
Hellsing,Hellsing TV,Hellsing,Hellsing [ヘルシング],2001,FALL,TV,13,kitsu_245,270,270,245,32,tt0325547,71278,16830,,watching,3,0,2025-02-15T18:43:09.428000+00:00,
Hellsing Ultimate,Hellsing Ultimate Series,Hellsing Ultimate,ヘルシング (2006),2006,WINTER,OVA,10,mal_777,777,777,695,3296,tt0495212,263688,61752,36703,plantowatch,10,9,2026-07-21T10:00:07+00:00,
Hellsing Ultimate,Hellsing Ultimate Series,Hellsing Ultimate,ヘルシング (2006),2006,WINTER,OVA,10,kitsu_695,777,777,695,3296,tt0495212,263688,61752,,completed,10,0,2026-01-24T22:34:05.968000+00:00,
Heppoko Jikken Animation Excel♥Saga,Excel Saga - Animazione sperimentale insensata,Heppoko Jikken Animation Excel♥Saga,へっぽこ実験アニメーション エクセル♥サーガ,1999,FALL,TV,26,mal_379,379,379,346,25,tt0240493,72462,9519,37993,plantowatch,0,0,2026-08-07T21:10:41.800971+00:00,
Heppoko Jikken Animation Excel♥Saga,Excel Saga - Animazione sperimentale insensata,Heppoko Jikken Animation Excel♥Saga,へっぽこ実験アニメーション エクセル♥サーガ,1999,FALL,TV,26,kitsu_346,379,379,346,25,tt0240493,72462,9519,,plantowatch,0,0,2026-01-23T11:11:13.663000+00:00,
High School DxD,Harem King,High School DxD,ハイスクールDxD,2012,WINTER,TV,12,mal_11617,11617,11617,6550,8660,tt2230051,254653,45950,36253,plantowatch,0,0,2026-08-07T21:10:41.800883+00:00,
High School DxD,Harem King,High School DxD,ハイスクールDxD,2012,WINTER,TV,12,kitsu_6550,11617,11617,6550,8660,tt2230051,254653,45950,,plantowatch,0,0,2026-06-30T11:53:58.275000+00:00,
Highschool of the Dead,The Highschool of The Dead - A Escola dos Mortos,Highschool of the Dead,学园默示录,2010,SUMMER,TV,12,mal_8074,8074,8074,5187,7382,tt1685401,171591,56998,40990,plantowatch,0,0,2026-08-07T21:10:41.801108+00:00,
Highschool of the Dead,The Highschool of The Dead - A Escola dos Mortos,Highschool of the Dead,学园默示录,2010,SUMMER,TV,12,kitsu_5187,8074,8074,5187,7382,tt1685401,171591,56998,,plantowatch,0,0,2026-06-30T11:35:38.408000+00:00,
Hikaru ga Shinda Natsu,"Der Sommer, in dem Hikaru starb",Hikaru ga Shinda Natsu,光が死んだ夏,2025,SUMMER,TV,12,mal_58913,58913,177689,48893,18649,tt33028568,450428,278196,2473990,completed,12,0,2026-07-13T13:55:03+00:00,
Hikaru ga Shinda Natsu,"Der Sommer, in dem Hikaru starb",Hikaru ga Shinda Natsu,光が死んだ夏,2025,SUMMER,TV,12,kitsu_48893,58913,177689,48893,18649,tt33028568,450428,278196,,watching,2,0,2026-06-30T11:47:38.897000+00:00,
"Himesama ""Goumon"" no Jikan desu","It's Time for ""Interrogation"", Princess!","Himesama ""Goumon"" no Jikan desu",ひめごう,2024,WINTER,TV,12,mal_55774,55774,166522,47656,18082,tt30643998,436603,229443,2196600,completed,12,6,2026-08-07T18:36:20+00:00,
"Himesama ""Goumon"" no Jikan desu","It's Time for ""Interrogation"", Princess!","Himesama ""Goumon"" no Jikan desu",ひめごう,2024,WINTER,TV,12,kitsu_47656,55774,166522,47656,18082,tt30643998,436603,229443,,watching,3,0,2026-01-23T10:11:58.712000+00:00,
"Himesama ""Goumon"" no Jikan desu 2nd Season","'Tis Time for ""Torture,"" Princess Season 2","Himesama ""Goumon"" no Jikan desu 2nd Season",ひめごう2,2026,WINTER,TV,12,mal_58524,58524,176370,48667,18566,tt30643998,436603,229443,2415192,plantowatch,0,0,2026-08-07T21:10:41.801809+00:00,
"Himesama ""Goumon"" no Jikan desu 2nd Season","'Tis Time for ""Torture,"" Princess Season 2","Himesama ""Goumon"" no Jikan desu 2nd Season",ひめごう2,2026,WINTER,TV,12,kitsu_48667,58524,176370,48667,18566,tt30643998,436603,229443,,plantowatch,0,0,2026-01-24T22:34:18.560000+00:00,
Hitoribocchi no Isekai Kouryaku,Lonely Attack on the Different World,Hitoribocchi no Isekai Kouryaku,ひとりぼっちの異世界攻略,2024,FALL,TV,12,mal_57891,57891,173693,48449,18432,tt32512773,445009,259558,2354146,completed,12,0,2026-07-21T18:20:14+00:00,
Hitoribocchi no Isekai Kouryaku,Lonely Attack on the Different World,Hitoribocchi no Isekai Kouryaku,ひとりぼっちの異世界攻略,2024,FALL,TV,12,kitsu_48449,57891,173693,48449,18432,tt32512773,445009,259558,,watching,2,0,2026-07-05T13:25:47.838000+00:00,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Ascendance of a Bookworm: Stop at Nothing to be a Librarian,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,本好きの下剋上,2019,FALL,TV,14,mal_39468,39468,108268,42241,14727,tt10885406,366263,91768,1055017,plantowatch,14,0,2026-07-21T07:30:30+00:00,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Ascendance of a Bookworm: Stop at Nothing to be a Librarian,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,本好きの下剋上,2019,FALL,TV,14,kitsu_42241,39468,108268,42241,14727,tt10885406,366263,91768,,completed,14,0,2025-02-15T18:43:00.961000+00:00,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen - Ryoushu no Youjo,Ascendance of a Bookworm: Adopted Daughter of an Archduke,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen - Ryoushu no Youjo,本好きの下剋上 司書になるためには手段を選んでいられません 第4期,2026,SPRING,TV,24,mal_57466,57466,171110,48293,18302,tt10885406,366263,91768,2316218,plantowatch,1,0,2026-07-19T09:14:40+00:00,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen - Ryoushu no Youjo,Ascendance of a Bookworm: Adopted Daughter of an Archduke,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen - Ryoushu no Youjo,本好きの下剋上 司書になるためには手段を選んでいられません 第4期,2026,SPRING,TV,24,kitsu_48293,57466,171110,48293,18302,tt10885406,366263,91768,,plantowatch,0,0,2026-01-24T22:34:18.076000+00:00,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Ascendance of a Bookworm 2nd Season,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan o Erande Iraremasen Dai 2 Bu (本好きの下剋上 司書になるためには手段を選んでいられません 第2部),2020,SPRING,TV,12,mal_40815,40815,113693,42838,15293,tt10885406,366263,91768,,completed,12,8,2026-07-21T07:48:48+00:00,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Ascendance of a Bookworm 2nd Season,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan o Erande Iraremasen Dai 2 Bu (本好きの下剋上 司書になるためには手段を選んでいられません 第2部),2020,SPRING,TV,12,kitsu_42838,40815,113693,42838,15293,tt10885406,366263,91768,,completed,12,0,2025-02-15T18:43:42.897000+00:00,
